user,item
110,8
110,7
110,24
110,13
110,17
110,39
110,4
110,38
110,41
110,6
110,15
111,20
111,0
111,6
111,24
111,23
112,1
112,5
112,10
112,0
112,8
113,0
113,10
113,1
113,7
113,23
113,49
113,30
113,38
113,15
113,31
114,0
114,8
114,18
114,28
114,30
114,14
114,22
114,33
114,44
115,3
115,0
115,40
115,7
115,2
115,9
115,29
115,22
116,10
116,0
116,1
116,19
116,12
116,18
117,1
117,0
117,10
117,8
117,12
117,5
117,2
117,45
118,0
118,16
118,6
118,4
118,21
118,2
118,15
118,1
118,27
118,23
119,46
119,6
119,56
119,17
119,15
119,60
119,7
119,1
119,16
119,4
119,34
119,32
119,21
119,59
119,45
120,0
120,7
120,1
120,23
120,10
120,30
120,15
120,49
120,31
120,33
120,38
121,4
121,30
121,0
121,16
121,78
121,15
121,28
121,17
121,32
121,21
121,81
122,8
122,0
122,36
122,7
122,31
122,34
122,32
122,24
122,6
122,41
122,35
122,16
122,52
122,4
122,23
122,13
122,21
122,96
122,2
122,1
123,0
123,32
123,1
123,16
123,27
123,7
123,10
123,6
123,4
123,42
123,52
123,53
123,41
123,13
123,73
123,35
123,8
123,43
124,0
124,18
124,21
124,6
124,32
125,12
125,10
125,1
125,0
125,2
126,16
126,0
126,1
126,8
126,41
126,6
126,20
126,24
126,14
127,1
127,5
127,0
127,33
127,54
127,4
127,15
127,48
127,13
127,2
128,0
128,6
128,4
128,15
128,7
129,3
129,2
129,11
129,33
129,9
129,0
130,1
130,2
130,4
130,0
130,13
130,5
130,17
130,8
130,14
130,3
130,35
130,25
130,9
130,7
130,18
131,1
131,19
131,5
131,0
131,2
132,1
132,0
132,14
132,5
132,13
133,0
133,28
133,36
133,90
133,30
133,15
133,4
133,61
133,24
133,7
133,46
134,0
134,9
134,2
134,3
134,51
134,7
134,49
134,41
135,1
135,8
135,0
135,5
135,2
135,3
135,11
135,47
135,14
135,40
135,71
136,0
136,12
136,1
136,19
136,20
136,30
137,0
137,21
137,4
137,7
137,27
137,31
137,67
137,42
137,108
137,15
137,6
137,49
137,16
137,8
138,11
138,0
138,23
138,7
138,33
138,15
138,2
138,24
138,4
139,3
139,2
139,65
139,0
139,57
139,9
139,40
139,11
139,124
140,1
140,12
140,0
140,19
140,10
140,4
140,6
140,23
141,2
141,0
141,3
141,81
141,55
141,62
141,4
141,15
141,6
141,11
142,9
142,0
142,3
142,15
142,13
142,5
142,2
142,1
142,8
142,27
143,38
143,4
143,58
143,8
143,7
143,48
143,6
143,0
143,61
144,0
144,48
144,6
144,14
144,1
144,8
144,18
144,15
144,41
144,31
144,47
144,2
145,2
145,0
145,16
145,39
145,37
145,52
145,35
146,0
146,12
146,10
146,22
146,1
147,1
147,10
147,19
147,0
147,12
147,6
148,1
148,0
148,22
148,8
148,10
148,20
148,13
148,14
148,19
149,0
149,3
149,5
149,31
149,9
149,64
149,7
149,4
149,1
149,23
150,0
150,95
150,107
150,2
150,9
150,17
150,38
150,1
150,31
150,13
150,4
150,11
150,42
150,15
150,27
150,76
150,54
151,7
151,4
151,15
151,23
151,32
151,0
151,21
152,1
152,12
152,0
152,13
152,10
153,5
153,0
153,3
153,1
153,23
153,42
153,69
153,85
153,6
153,8
153,4
153,15
153,7
153,31
154,4
154,15
154,11
154,2
154,0
154,33
155,0
155,24
155,2
155,3
155,11
155,9
155,47
155,15
155,82
155,27
155,57
155,40
155,42
155,1
156,8
156,0
156,30
156,39
156,80
156,85
156,67
156,15
156,54
156,38
156,29
156,17
156,45
157,0
157,2
157,4
157,9
157,11
157,1
158,3
158,2
158,0
158,9
158,15
158,14
159,0
159,1
159,12
159,33
159,15
159,10
159,13
160,15
160,1
160,5
160,0
160,19
161,0
161,6
161,7
161,4
161,15
161,17
161,32
161,37
161,22
162,1
162,3
162,5
162,0
162,29
162,22
162,4
163,5
163,13
163,3
163,0
163,9
163,4
163,12
163,11
163,2
164,0
164,2
164,22
164,11
164,35
164,9
164,26
164,3
165,0
165,6
165,94
165,71
165,1
165,2
165,54
165,9
165,3
165,115
165,23
165,95
165,11
165,85
165,31
165,38
166,8
166,13
166,2
166,16
166,0
166,1
166,6
166,27
166,35
166,4
166,3
166,7
166,21
166,24
166,23
167,0
167,1
167,13
167,19
167,8
167,14
168,34
168,0
168,74
168,25
168,8
168,15
168,4
168,13
168,22
168,2
168,1
168,30
168,12
168,6
168,33
168,7
168,14
169,12
169,6
169,0
169,2
169,1
169,10
169,3
169,22
170,1
170,5
170,2
170,3
170,9
170,10
170,12
170,13
170,19
170,0
171,4
171,0
171,10
171,12
171,1
171,19
171,42
171,7
171,23
171,8
171,30
172,10
172,1
172,12
172,5
172,19
173,3
173,20
173,0
173,12
173,19
173,2
173,10
173,1
173,6
173,32
174,4
174,0
174,8
174,42
174,7
174,36
174,41
174,35
174,17
174,16
174,33
174,27
174,29
174,59
174,37
174,53
175,0
175,4
175,28
175,6
175,7
175,41
175,16
175,37
175,39
176,10
176,12
176,2
176,1
176,11
176,0
176,19
177,8
177,0
177,2
177,20
177,3
177,9
177,18
177,22
177,13
177,14
177,11
177,5
177,10
177,1
178,8
178,4
178,23
178,17
178,0
178,9
178,13
178,16
178,6
178,14
178,24
178,1
178,5
178,7
178,34
179,3
179,51
179,26
179,2
179,0
179,39
179,30
179,11
179,27
180,0
180,11
180,39
180,1
180,66
180,28
180,12
180,53
180,48
180,8
180,2
180,54
180,9
180,20
180,3
180,33
180,49
180,10
181,0
181,4
181,3
181,1
181,2
181,5
181,22
181,24
182,15
182,21
182,0
182,30
182,4
182,31
182,17
182,27
183,2
183,0
183,11
183,3
183,9
183,15
183,55
184,0
184,2
184,3
184,5
184,4
184,1
184,22
185,2
185,3
185,8
185,26
185,0
185,1
185,24
185,11
185,48
185,36
186,3
186,1
186,0
186,5
186,11
187,1
187,11
187,2
187,9
187,35
187,0
187,12
187,17
187,33
187,41
187,43
187,4
187,29
188,18
188,0
188,14
188,62
188,33
188,6
188,22
188,32
188,2
188,28
188,15
188,7
189,9
189,6
189,17
189,7
189,0
189,2
189,3
189,22
189,36
189,1
189,5
190,12
190,0
190,6
190,46
190,1
190,7
191,0
191,1
191,11
191,12
191,5
191,10
191,3
191,2
191,65
191,26
191,19
192,0
192,1
192,10
192,12
192,7
192,6
192,5
192,19
193,26
193,11
193,3
193,2
193,0
193,21
193,4
193,63
193,7
194,0
194,7
194,43
194,31
194,37
194,6
194,33
194,52
194,28
194,30
194,38
194,34
195,5
195,3
195,9
195,2
195,0
196,2
196,1
196,0
196,3
196,51
196,9
196,11
196,15
197,24
197,18
197,15
197,13
197,2
197,0
197,9
197,6
197,94
197,23
197,3
197,36
197,4
197,1
197,79
197,41
197,35
197,75
197,25
198,0
198,15
198,13
198,4
198,8
198,20
198,62
198,7
198,2
198,14
198,24
198,3
198,90
198,1
198,6
198,17
198,70
198,12
198,75
198,25
199,0
199,1
199,10
199,14
199,12
199,8
199,5
199,18
200,2
200,1
200,3
200,10
200,0
200,5
200,14
200,8
200,13
200,25
200,24
200,18
200,20
200,15
200,9
200,33
201,0
201,3
201,5
201,36
201,1
201,22
201,9
201,11
201,4
201,12
202,10
202,0
202,1
202,31
202,54
202,22
202,12
202,5
203,0
203,1
203,12
203,24
203,18
203,8
203,20
203,22
204,7
204,17
204,23
204,6
204,38
204,41
204,4
204,0
204,61
204,39
204,8
205,0
205,6
205,2
205,26
205,76
205,1
205,3
205,4
205,33
205,15
205,11
205,9
205,28
205,29
205,8
205,39
205,24
205,7
205,80
205,23
205,42
206,1
206,0
206,40
206,3
206,2
206,125
206,93
206,57
206,71
207,0
207,5
207,1
207,19
207,12
207,10
207,24
207,8
207,18
207,3
207,2
208,12
208,5
208,10
208,0
208,1
208,19
209,51
209,2
209,12
209,19
209,1
209,11
209,9
209,3
209,26
209,0
209,10
209,57
209,5
210,3
210,2
210,11
210,65
210,9
211,3
211,5
211,0
211,22
211,6
211,1
212,16
212,23
212,0
212,17
212,21
212,7
212,6
212,41
212,35
212,4
212,3
212,75
213,1
213,0
213,2
213,10
213,45
213,5
214,3
214,11
214,0
214,9
214,2
215,19
215,10
215,1
215,16
215,0
216,1
216,35
216,0
216,38
216,21
216,42
217,0
217,3
217,2
217,9
217,25
217,24
217,14
217,11
217,8
218,0
218,2
218,9
218,26
218,8
218,3
218,11
218,1
219,24
219,39
219,0
219,6
219,7
219,21
219,4
219,17
219,44
220,0
220,9
220,2
220,7
220,1
220,3
220,4
220,29
220,21
220,49
221,3
221,0
221,2
221,11
221,9
221,26
221,40
221,13
222,1
222,10
222,0
222,4
222,35
222,7
222,3
223,52
223,7
223,17
223,4
223,37
223,0
223,31
223,21
223,29
223,1
223,16
223,44
223,34
223,38
223,32
223,23
224,0
224,36
224,9
224,13
224,8
225,3
225,0
225,2
225,110
225,15
225,11
225,6
225,7
226,22
226,1
226,5
226,0
226,32
226,9
226,18
227,10
227,19
227,0
227,1
227,12
227,2
228,25
228,4
228,8
228,0
228,27
229,12
229,0
229,10
229,8
229,1
229,22
229,24
229,23
229,9
229,20
229,54
230,1
230,0
230,12
230,6
230,13
230,9
230,50
230,3
230,14
230,2
230,11
230,10
230,19
230,33
230,8
230,23
231,10
231,0
231,12
231,1
231,72
231,8
232,0
232,7
232,36
232,6
232,16
232,15
232,35
232,4
233,3
233,2
233,11
233,26
233,9
234,0
234,11
234,3
234,47
234,24
234,2
234,9
234,1
234,40
235,0
235,16
235,15
235,54
235,34
235,4
235,49
235,32
235,6
235,28
235,23
236,1
236,9
236,5
236,0
236,13
236,11
236,7
237,0
237,20
237,18
237,2
237,15
237,48
237,8
237,17
237,24
237,25
237,6
237,14
238,0
238,16
238,4
238,30
238,23
238,58
238,6
238,28
238,15
238,7
239,2
239,0
239,3
239,1
239,15
239,47
240,13
240,25
240,0
240,2
240,22
240,18
240,21
240,7
240,8
240,24
240,42
240,31
240,1
240,27
241,0
241,8
241,14
241,25
241,54
241,15
242,0
242,1
242,2
242,12
242,5
242,10
242,22
242,19
243,0
243,8
243,24
243,14
243,39
244,0
244,1
244,6
244,54
244,2
244,10
244,12
244,9
245,14
245,0
245,13
245,2
245,20
245,8
245,18
245,5
245,1
245,4
245,24
246,1
246,0
246,12
246,15
246,30
246,7
246,29
246,6
247,7
247,44
247,23
247,27
247,1
247,38
247,36
247,6
247,0
247,17
247,37
247,24
247,32
247,60
247,4
248,14
248,8
248,0
248,52
248,89
248,15
248,44
248,70
248,38
248,1
248,25
248,2
248,69
249,6
249,4
249,0
249,13
249,2
249,29
249,32
249,9
249,23
249,54
249,1
249,30
249,33
249,42
250,1
250,22
250,2
250,45
250,0
250,8
250,12
250,30
250,11
250,3
250,25
250,21
250,23
250,40
250,9
251,4
251,2
251,45
251,23
251,0
251,43
251,47
251,1
251,11
251,3
251,26
252,1
252,19
252,0
252,10
252,12
253,0
253,3
253,15
253,2
253,4
253,30
253,8
253,11
253,6
253,70
253,74
254,23
254,42
254,21
254,0
254,8
254,1
254,29
254,15
254,31
254,46
254,4
254,39
254,28
254,6
254,7
255,4
255,0
255,25
255,34
255,8
255,13
255,39
255,7
256,3
256,0
256,5
256,22
256,15
256,1
256,9
256,14
257,7
257,52
257,2
257,54
257,80
257,67
257,32
257,56
257,23
257,46
257,117
257,28
257,39
257,0
257,29
257,14
257,44
257,92
257,37
257,128
257,34
258,0
258,45
258,53
258,1
258,7
258,23
258,3
258,21
258,15
258,29
258,17
258,28
259,0
259,9
259,1
259,13
259,6
259,2
259,22
259,4
260,36
260,16
260,6
260,28
260,7
260,17
260,35
260,23
260,0
260,4
260,32
260,43
261,0
261,1
261,14
261,2
261,32
262,7
262,6
262,16
262,31
262,0
262,20
263,4
263,1
263,35
263,0
263,15
263,12
263,29
263,3
263,19
263,70
263,31
264,0
264,9
264,3
264,18
264,91
264,38
265,11
265,3
265,26
265,2
265,9
265,0
265,1
266,10
266,12
266,0
266,11
266,1
266,19
266,29
266,14
266,5
266,8
266,3
266,2
267,6
267,0
267,4
267,7
267,17
267,41
268,0
268,13
268,3
268,7
268,20
268,18
268,2
268,30
269,0
269,1
269,9
269,2
269,3
269,11
269,12
269,7
269,13
269,38
269,29
270,2
270,1
270,5
270,0
270,11
270,3
270,10
270,12
270,9
271,10
271,0
271,28
271,31
271,33
271,1
271,12
271,4
272,0
272,3
272,1
272,2
272,40
272,124
272,9
272,57
272,65
272,47
272,11
272,50
273,38
273,3
273,2
273,5
273,0
273,4
273,1
273,62
274,10
274,0
274,1
274,8
274,24
274,2
274,22
274,5
274,20
274,12
274,18
275,0
275,2
275,21
275,10
275,4
275,24
275,38
275,35
275,22
275,8
275,14
275,36
275,7
275,17
275,1
275,48
275,13
276,0
276,3
276,2
276,7
276,39
276,4
276,58
276,35
276,17
276,23
276,27
276,34
277,5
277,31
277,2
277,0
277,1
277,9
277,43
277,27
277,67
277,21
277,23
278,1
278,35
278,7
278,21
278,6
278,4
278,42
278,15
278,23
278,58
278,28
278,17
278,39
278,0
278,43
279,0
279,19
279,18
279,8
279,4
279,1
279,22
279,12
279,5
279,10
279,7
280,22
280,0
280,13
280,27
280,9
280,21
280,3
280,4
280,8
280,76
280,1
280,86
281,4
281,0
281,27
281,7
281,6
281,17
281,39
281,75
281,43
281,48
281,23
282,2
282,3
282,0
282,1
282,5
282,9
282,4
282,7
282,11
283,0
283,2
283,102
283,6
283,33
283,11
283,45
283,9
283,15
284,13
284,0
284,8
284,18
284,7
285,11
285,4
285,2
285,6
285,0
285,1
285,58
285,12
285,32
285,7
285,15
285,3
285,52
285,49
286,2
286,11
286,26
286,3
286,33
286,0
287,2
287,3
287,9
287,0
287,11
287,1
287,4
288,8
288,10
288,1
288,9
288,14
288,12
288,2
288,0
288,3
288,5
289,0
289,2
289,3
289,108
289,95
289,24
289,8
289,42
289,4
289,6
289,33
289,15
289,9
289,63
289,1
289,31
289,5
289,11
290,34
290,27
290,7
290,23
290,15
290,24
291,30
291,16
291,0
291,6
291,27
291,36
291,35
291,7
291,31
291,28
291,23
291,4
292,0
292,1
292,9
292,8
292,14
292,16
292,3
292,11
292,35
292,4
292,59
292,2
292,20
293,0
293,21
293,4
293,24
293,8
293,54
293,2
294,0
294,22
294,10
294,1
294,19
294,31
295,19
295,0
295,11
295,37
295,1
295,7
295,6
295,13
295,23
295,4
295,48
296,2
296,14
296,0
296,25
296,31
296,22
296,8
296,3
297,17
297,3
297,0
297,5
297,9
298,0
298,8
298,2
298,14
298,22
298,20
298,13
298,10
298,28
299,25
299,0
299,14
299,3
299,2
299,7
300,13
300,18
300,0
300,1
300,17
300,4
301,2
301,0
301,8
301,1
301,12
301,14
301,20
301,10
301,18
301,22
301,13
301,24
302,5
302,11
302,43
302,0
302,4
302,22
302,3
302,27
302,2
303,6
303,16
303,36
303,4
303,7
303,17
303,0
303,8
303,39
303,27
303,32
303,23
303,1
303,13
304,9
304,3
304,0
304,2
304,13
305,6
305,4
305,60
305,46
305,28
305,38
305,0
305,24
306,0
306,10
306,1
306,19
306,2
306,24
306,18
307,0
307,2
307,10
307,20
307,1
307,3
307,8
307,24
307,51
308,8
308,7
308,23
308,4
308,6
308,41
308,13
309,0
309,8
309,3
309,2
309,4
309,11
309,51
309,45
309,23
309,57
309,26
309,1
310,0
310,21
310,2
310,4
310,73
310,45
310,1
311,4
311,8
311,0
311,2
311,28
311,7
311,6
311,20
311,30
311,13
311,15
311,86
311,21
311,31
311,55
311,24
311,56
312,1
312,55
312,0
312,17
312,10
312,2
312,29
312,15
312,3
312,13
312,48
313,1
313,19
313,0
313,2
313,13
313,8
314,0
314,21
314,4
314,3
314,23
314,34
314,1
314,7
314,28
315,2
315,3
315,7
315,1
315,6
315,0
315,8
316,8
316,0
316,25
316,14
316,2
316,1
316,10
316,20
316,13
317,10
317,12
317,1
317,0
317,2
318,27
318,6
318,16
318,37
318,23
318,0
318,4
318,34
318,17
318,28
318,38
318,7
318,31
319,8
319,0
319,33
319,7
319,15
320,21
320,0
320,38
320,8
320,41
321,77
321,1
321,14
321,13
321,0
321,15
321,24
321,6
321,18
321,2
321,20
321,7
321,3
321,25
321,8
321,11
322,1
322,18
322,0
322,4
322,7
322,14
322,30
322,25
322,22
322,17
323,3
323,9
323,2
323,26
323,11
323,47
324,11
324,0
324,2
324,3
324,7
324,15
324,5
324,4
325,2
325,0
325,19
325,9
325,6
325,5
325,13
325,17
325,1
325,54
326,7
326,16
326,17
326,0
326,6
326,52
326,4
326,39
327,4
327,0
327,25
327,8
327,58
327,28
327,23
327,7
327,21
328,0
328,23
328,9
328,45
328,67
328,4
328,29
328,2
328,43
328,26
329,2
329,0
329,11
329,24
329,3
329,1
329,26
329,47
329,57
329,9
330,2
330,11
330,0
330,9
330,24
331,3
331,0
331,1
331,2
331,10
331,12
331,23
331,9
331,41
331,11
332,10
332,0
332,7
332,19
332,31
332,1
332,12
332,5
333,2
333,0
333,38
333,4
333,48
334,22
334,0
334,6
334,8
334,1
334,4
335,9
335,4
335,6
335,2
335,7
335,8
335,17
335,0
335,39
335,50
335,27
335,32
335,16
335,48
335,84
335,15
335,38
335,35
335,29
336,9
336,11
336,3
336,51
336,1
336,2
336,96
336,60
336,53
336,38
337,0
337,17
337,4
337,13
337,31
337,6
337,8
337,2
337,41
338,3
338,11
338,2
338,0
338,9
338,33
339,0
339,14
339,9
339,2
339,11
339,22
339,3
339,20
339,25
339,24
339,1
340,7
340,16
340,17
340,21
340,4
340,0
340,6
340,8
340,59
340,33
340,31
340,9
341,0
341,6
341,17
341,8
341,41
341,7
341,15
342,6
342,4
342,15
342,60
342,42
342,21
342,0
342,37
342,23
343,2
343,0
343,15
343,4
343,81
343,3
343,29
343,88
343,11
344,19
344,2
344,21
344,20
344,8
344,10
344,1
344,0
344,7
344,24
344,12
344,93
344,3
345,1
345,19
345,0
345,12
345,8
345,24
345,10
345,20
345,23
346,2
346,0
346,1
346,11
346,3
346,51
346,10
346,42
347,50
347,1
347,9
347,10
347,32
347,6
347,8
347,4
347,7
347,0
347,48
347,34
347,3
348,11
348,2
348,1
348,0
348,3
348,24
348,5
349,0
349,7
349,61
349,25
349,6
349,17
349,8
349,4
350,4
350,21
350,28
350,16
350,6
350,0
350,7
350,17
350,25
350,8
350,42
351,11
351,0
351,23
351,2
351,15
351,31
351,4
352,1
352,14
352,0
352,24
352,18
353,13
353,0
353,2
353,24
353,8
353,18
353,14
353,11
353,5
353,20
353,1
353,10
353,3
354,2
354,0
354,3
354,15
354,6
354,4
354,30
354,35
354,23
355,6
355,4
355,41
355,16
355,7
355,25
355,0
355,50
355,17
356,54
356,8
356,6
356,1
356,0
356,13
356,5
356,48
356,4
356,17
357,0
357,26
357,3
357,2
357,28
357,15
357,23
357,6
357,11
357,61
357,43
358,0
358,54
358,15
358,119
358,7
358,62
358,24
358,33
358,17
358,6
358,3
358,55
359,26
359,3
359,23
359,2
359,1
360,55
360,0
360,24
360,3
360,9
360,4
360,23
360,16
360,11
360,26
360,2
360,22
360,1
360,27
360,29
361,6
361,0
361,4
361,7
361,135
361,24
362,28
362,49
362,4
362,30
362,34
362,45
362,0
362,7
362,32
363,12
363,0
363,41
363,19
363,7
363,10
363,29
363,2
363,5
363,27
364,0
364,8
364,1
364,20
364,7
365,17
